Group	Codon_freq	Foreground_Species	Background_Species	ω_value_M0	lnL_M0	np_M0	ω_value_branch_neutral_foreground	ω_value_branch_neutral_background	lnL_bneutral	np_bneutral	ω_value_branchfree_foreground	ω_value_branchfree_background	lnL_bfree	np_bfree	pvalm0_bfree	pavalbne_bfree
Rodentia	F3x4	Peromyscus_californicus	Marmota_flaviventris,Marmota_marmota,Marmota_monax,Ictidomys_tridecemlineatus,Urocitellus_parryii,Spermophilus_dauricus,Sciurus_carolinensis,Peromyscus_leucopus,Peromyscus_maniculatus,Onychomys_torridus,Microtus_oregoni,Microtus_ochrogaster,Microtus_fortis,Chionomys_nivalis,Arvicola_amphibius,Mesocricetus_auratus,Cricetulus_griseus,Phodopus_roborovskii,Rattus_norvegicus,Mus_spicilegus,Mus_musculus,Mus_spretus,Mus_caroli,Mus_pahari,Mastomys_coucha,Apodemus_sylvaticus,Grammomys_surdaster,Arvicanthis_niloticus,Acomys_russatus,Psammomys_obesus,Meriones_unguiculatus,Nannospalax_galili,Jaculus_jaculus,Castor_canadensis,Perognathus_longimembris,Dipodomys_spectabilis,Heterocephalus_glaber,Fukomys_damarensis,Octodon_degus,Chinchilla_lanigera,Cavia_porcellus,Cavia_aperea	0.24904	-8138.368364	85	1	0.25171	-8145.071756	85	0.0001	0.25184	-8133.686493	86	0.00221319844803	1.82543943522709E-06
Rodentia	F1x4	Peromyscus_leucopus	Marmota_flaviventris,Marmota_marmota,Marmota_monax,Ictidomys_tridecemlineatus,Urocitellus_parryii,Spermophilus_dauricus,Sciurus_carolinensis,Peromyscus_californicus,Peromyscus_maniculatus,Onychomys_torridus,Microtus_oregoni,Microtus_ochrogaster,Microtus_fortis,Chionomys_nivalis,Arvicola_amphibius,Mesocricetus_auratus,Cricetulus_griseus,Phodopus_roborovskii,Rattus_norvegicus,Mus_spicilegus,Mus_musculus,Mus_spretus,Mus_caroli,Mus_pahari,Mastomys_coucha,Apodemus_sylvaticus,Grammomys_surdaster,Arvicanthis_niloticus,Acomys_russatus,Psammomys_obesus,Meriones_unguiculatus,Nannospalax_galili,Jaculus_jaculus,Castor_canadensis,Perognathus_longimembris,Dipodomys_spectabilis,Heterocephalus_glaber,Fukomys_damarensis,Octodon_degus,Chinchilla_lanigera,Cavia_porcellus,Cavia_aperea	0.3498	-8199.950071	85	1	0.35159	-8202.294819	85	0.0001	0.35207	-8197.146131	86	0.017879882202465	0.001332195093632
Rodentia	F3x4	Peromyscus_leucopus	Marmota_flaviventris,Marmota_marmota,Marmota_monax,Ictidomys_tridecemlineatus,Urocitellus_parryii,Spermophilus_dauricus,Sciurus_carolinensis,Peromyscus_californicus,Peromyscus_maniculatus,Onychomys_torridus,Microtus_oregoni,Microtus_ochrogaster,Microtus_fortis,Chionomys_nivalis,Arvicola_amphibius,Mesocricetus_auratus,Cricetulus_griseus,Phodopus_roborovskii,Rattus_norvegicus,Mus_spicilegus,Mus_musculus,Mus_spretus,Mus_caroli,Mus_pahari,Mastomys_coucha,Apodemus_sylvaticus,Grammomys_surdaster,Arvicanthis_niloticus,Acomys_russatus,Psammomys_obesus,Meriones_unguiculatus,Nannospalax_galili,Jaculus_jaculus,Castor_canadensis,Perognathus_longimembris,Dipodomys_spectabilis,Heterocephalus_glaber,Fukomys_damarensis,Octodon_degus,Chinchilla_lanigera,Cavia_porcellus,Cavia_aperea	0.24904	-8138.368364	85	1	0.25009	-8141.036092	85	0.0001	0.25024	-8136.442781	86	0.049711420520244	0.002437903961958
Rodentia	F1x4	Peromyscus_maniculatus	Marmota_flaviventris,Marmota_marmota,Marmota_monax,Ictidomys_tridecemlineatus,Urocitellus_parryii,Spermophilus_dauricus,Sciurus_carolinensis,Peromyscus_californicus,Peromyscus_leucopus,Onychomys_torridus,Microtus_oregoni,Microtus_ochrogaster,Microtus_fortis,Chionomys_nivalis,Arvicola_amphibius,Mesocricetus_auratus,Cricetulus_griseus,Phodopus_roborovskii,Rattus_norvegicus,Mus_spicilegus,Mus_musculus,Mus_spretus,Mus_caroli,Mus_pahari,Mastomys_coucha,Apodemus_sylvaticus,Grammomys_surdaster,Arvicanthis_niloticus,Acomys_russatus,Psammomys_obesus,Meriones_unguiculatus,Nannospalax_galili,Jaculus_jaculus,Castor_canadensis,Perognathus_longimembris,Dipodomys_spectabilis,Heterocephalus_glaber,Fukomys_damarensis,Octodon_degus,Chinchilla_lanigera,Cavia_porcellus,Cavia_aperea	0.3498	-8199.950071	85	1	0.35015	-8200.782962	85	0.13652	0.35059	-8199.672352	86	0.456104203962334	0.13612545414712
Rodentia	F3x4	Peromyscus_maniculatus	Marmota_flaviventris,Marmota_marmota,Marmota_monax,Ictidomys_tridecemlineatus,Urocitellus_parryii,Spermophilus_dauricus,Sciurus_carolinensis,Peromyscus_californicus,Peromyscus_leucopus,Onychomys_torridus,Microtus_oregoni,Microtus_ochrogaster,Microtus_fortis,Chionomys_nivalis,Arvicola_amphibius,Mesocricetus_auratus,Cricetulus_griseus,Phodopus_roborovskii,Rattus_norvegicus,Mus_spicilegus,Mus_musculus,Mus_spretus,Mus_caroli,Mus_pahari,Mastomys_coucha,Apodemus_sylvaticus,Grammomys_surdaster,Arvicanthis_niloticus,Acomys_russatus,Psammomys_obesus,Meriones_unguiculatus,Nannospalax_galili,Jaculus_jaculus,Castor_canadensis,Perognathus_longimembris,Dipodomys_spectabilis,Heterocephalus_glaber,Fukomys_damarensis,Octodon_degus,Chinchilla_lanigera,Cavia_porcellus,Cavia_aperea	0.24904	-8138.368364	85	1	0.24936	-8139.96367	85	0.10921	0.24961	-8138.094446	86	0.459203253877484	0.053173813575561
Rodentia	F1x4	Phodopus_roborovskii	Marmota_flaviventris,Marmota_marmota,Marmota_monax,Ictidomys_tridecemlineatus,Urocitellus_parryii,Spermophilus_dauricus,Sciurus_carolinensis,Peromyscus_californicus,Peromyscus_leucopus,Peromyscus_maniculatus,Onychomys_torridus,Microtus_oregoni,Microtus_ochrogaster,Microtus_fortis,Chionomys_nivalis,Arvicola_amphibius,Mesocricetus_auratus,Cricetulus_griseus,Rattus_norvegicus,Mus_spicilegus,Mus_musculus,Mus_spretus,Mus_caroli,Mus_pahari,Mastomys_coucha,Apodemus_sylvaticus,Grammomys_surdaster,Arvicanthis_niloticus,Acomys_russatus,Psammomys_obesus,Meriones_unguiculatus,Nannospalax_galili,Jaculus_jaculus,Castor_canadensis,Perognathus_longimembris,Dipodomys_spectabilis,Heterocephalus_glaber,Fukomys_damarensis,Octodon_degus,Chinchilla_lanigera,Cavia_porcellus,Cavia_aperea	0.3498	-8199.950071	85	1	0.35476	-8208.419382	85	0.16644	0.3549	-8198.230498	86	0.063668594679228	6.35639784889272E-06
Rodentia	F3x4	Phodopus_roborovskii	Marmota_flaviventris,Marmota_marmota,Marmota_monax,Ictidomys_tridecemlineatus,Urocitellus_parryii,Spermophilus_dauricus,Sciurus_carolinensis,Peromyscus_californicus,Peromyscus_leucopus,Peromyscus_maniculatus,Onychomys_torridus,Microtus_oregoni,Microtus_ochrogaster,Microtus_fortis,Chionomys_nivalis,Arvicola_amphibius,Mesocricetus_auratus,Cricetulus_griseus,Rattus_norvegicus,Mus_spicilegus,Mus_musculus,Mus_spretus,Mus_caroli,Mus_pahari,Mastomys_coucha,Apodemus_sylvaticus,Grammomys_surdaster,Arvicanthis_niloticus,Acomys_russatus,Psammomys_obesus,Meriones_unguiculatus,Nannospalax_galili,Jaculus_jaculus,Castor_canadensis,Perognathus_longimembris,Dipodomys_spectabilis,Heterocephalus_glaber,Fukomys_damarensis,Octodon_degus,Chinchilla_lanigera,Cavia_porcellus,Cavia_aperea	0.24904	-8138.368364	85	1	0.25128	-8148.691732	85	0.15491	0.25146	-8137.671511	86	0.237780240664103	2.66965737013837E-06
Rodentia	F1x4	Psammomys_obesus	Marmota_flaviventris,Marmota_marmota,Marmota_monax,Ictidomys_tridecemlineatus,Urocitellus_parryii,Spermophilus_dauricus,Sciurus_carolinensis,Peromyscus_californicus,Peromyscus_leucopus,Peromyscus_maniculatus,Onychomys_torridus,Microtus_oregoni,Microtus_ochrogaster,Microtus_fortis,Chionomys_nivalis,Arvicola_amphibius,Mesocricetus_auratus,Cricetulus_griseus,Phodopus_roborovskii,Rattus_norvegicus,Mus_spicilegus,Mus_musculus,Mus_spretus,Mus_caroli,Mus_pahari,Mastomys_coucha,Apodemus_sylvaticus,Grammomys_surdaster,Arvicanthis_niloticus,Acomys_russatus,Meriones_unguiculatus,Nannospalax_galili,Jaculus_jaculus,Castor_canadensis,Perognathus_longimembris,Dipodomys_spectabilis,Heterocephalus_glaber,Fukomys_damarensis,Octodon_degus,Chinchilla_lanigera,Cavia_porcellus,Cavia_aperea	0.3498	-8199.950071	85	1	0.34939	-8200.002731	85	0.53758	0.34944	-8199.885192	86	0.718683084820308	0.627783865952145
Rodentia	F3x4	Psammomys_obesus	Marmota_flaviventris,Marmota_marmota,Marmota_monax,Ictidomys_tridecemlineatus,Urocitellus_parryii,Spermophilus_dauricus,Sciurus_carolinensis,Peromyscus_californicus,Peromyscus_leucopus,Peromyscus_maniculatus,Onychomys_torridus,Microtus_oregoni,Microtus_ochrogaster,Microtus_fortis,Chionomys_nivalis,Arvicola_amphibius,Mesocricetus_auratus,Cricetulus_griseus,Phodopus_roborovskii,Rattus_norvegicus,Mus_spicilegus,Mus_musculus,Mus_spretus,Mus_caroli,Mus_pahari,Mastomys_coucha,Apodemus_sylvaticus,Grammomys_surdaster,Arvicanthis_niloticus,Acomys_russatus,Meriones_unguiculatus,Nannospalax_galili,Jaculus_jaculus,Castor_canadensis,Perognathus_longimembris,Dipodomys_spectabilis,Heterocephalus_glaber,Fukomys_damarensis,Octodon_degus,Chinchilla_lanigera,Cavia_porcellus,Cavia_aperea	0.24904	-8138.368364	85	1	0.24855	-8138.331882	85	0.50175	0.24861	-8138.196525	86	0.557713865361766	0.602853216798596
Rodentia	F1x4	Rattus_norvegicus	Marmota_flaviventris,Marmota_marmota,Marmota_monax,Ictidomys_tridecemlineatus,Urocitellus_parryii,Spermophilus_dauricus,Sciurus_carolinensis,Peromyscus_californicus,Peromyscus_leucopus,Peromyscus_maniculatus,Onychomys_torridus,Microtus_oregoni,Microtus_ochrogaster,Microtus_fortis,Chionomys_nivalis,Arvicola_amphibius,Mesocricetus_auratus,Cricetulus_griseus,Phodopus_roborovskii,Mus_spicilegus,Mus_musculus,Mus_spretus,Mus_caroli,Mus_pahari,Mastomys_coucha,Apodemus_sylvaticus,Grammomys_surdaster,Arvicanthis_niloticus,Acomys_russatus,Psammomys_obesus,Meriones_unguiculatus,Nannospalax_galili,Jaculus_jaculus,Castor_canadensis,Perognathus_longimembris,Dipodomys_spectabilis,Heterocephalus_glaber,Fukomys_damarensis,Octodon_degus,Chinchilla_lanigera,Cavia_porcellus,Cavia_aperea	0.3498	-8199.950071	85	1	0.34453	-8199.853449	85	0.58788	0.3446	-8198.663983	86	0.108758037367614	0.122981598745018
Rodentia	F3x4	Rattus_norvegicus	Marmota_flaviventris,Marmota_marmota,Marmota_monax,Ictidomys_tridecemlineatus,Urocitellus_parryii,Spermophilus_dauricus,Sciurus_carolinensis,Peromyscus_californicus,Peromyscus_leucopus,Peromyscus_maniculatus,Onychomys_torridus,Microtus_oregoni,Microtus_ochrogaster,Microtus_fortis,Chionomys_nivalis,Arvicola_amphibius,Mesocricetus_auratus,Cricetulus_griseus,Phodopus_roborovskii,Mus_spicilegus,Mus_musculus,Mus_spretus,Mus_caroli,Mus_pahari,Mastomys_coucha,Apodemus_sylvaticus,Grammomys_surdaster,Arvicanthis_niloticus,Acomys_russatus,Psammomys_obesus,Meriones_unguiculatus,Nannospalax_galili,Jaculus_jaculus,Castor_canadensis,Perognathus_longimembris,Dipodomys_spectabilis,Heterocephalus_glaber,Fukomys_damarensis,Octodon_degus,Chinchilla_lanigera,Cavia_porcellus,Cavia_aperea	0.24904	-8138.368364	85	1	0.24368	-8138.161663	85	0.49471	0.24376	-8136.049467	86	0.031275180127611	0.039846892887919
Rodentia	F1x4	Sciurus_carolinensis	Marmota_flaviventris,Marmota_marmota,Marmota_monax,Ictidomys_tridecemlineatus,Urocitellus_parryii,Spermophilus_dauricus,Peromyscus_californicus,Peromyscus_leucopus,Peromyscus_maniculatus,Onychomys_torridus,Microtus_oregoni,Microtus_ochrogaster,Microtus_fortis,Chionomys_nivalis,Arvicola_amphibius,Mesocricetus_auratus,Cricetulus_griseus,Phodopus_roborovskii,Rattus_norvegicus,Mus_spicilegus,Mus_musculus,Mus_spretus,Mus_caroli,Mus_pahari,Mastomys_coucha,Apodemus_sylvaticus,Grammomys_surdaster,Arvicanthis_niloticus,Acomys_russatus,Psammomys_obesus,Meriones_unguiculatus,Nannospalax_galili,Jaculus_jaculus,Castor_canadensis,Perognathus_longimembris,Dipodomys_spectabilis,Heterocephalus_glaber,Fukomys_damarensis,Octodon_degus,Chinchilla_lanigera,Cavia_porcellus,Cavia_aperea	0.3498	-8199.950071	85	1	0.35252	-8206.073429	85	0.12798	0.35493	-8197.85621	86	0.040717775728325	5.03619134303586E-05
Rodentia	F3x4	Sciurus_carolinensis	Marmota_flaviventris,Marmota_marmota,Marmota_monax,Ictidomys_tridecemlineatus,Urocitellus_parryii,Spermophilus_dauricus,Peromyscus_californicus,Peromyscus_leucopus,Peromyscus_maniculatus,Onychomys_torridus,Microtus_oregoni,Microtus_ochrogaster,Microtus_fortis,Chionomys_nivalis,Arvicola_amphibius,Mesocricetus_auratus,Cricetulus_griseus,Phodopus_roborovskii,Rattus_norvegicus,Mus_spicilegus,Mus_musculus,Mus_spretus,Mus_caroli,Mus_pahari,Mastomys_coucha,Apodemus_sylvaticus,Grammomys_surdaster,Arvicanthis_niloticus,Acomys_russatus,Psammomys_obesus,Meriones_unguiculatus,Nannospalax_galili,Jaculus_jaculus,Castor_canadensis,Perognathus_longimembris,Dipodomys_spectabilis,Heterocephalus_glaber,Fukomys_damarensis,Octodon_degus,Chinchilla_lanigera,Cavia_porcellus,Cavia_aperea	0.24904	-8138.368364	85	1	0.25023	-8146.766646	85	0.09157	0.25282	-8136.317935	86	0.042861457185914	4.84546277722633E-06
Rodentia	F1x4	Spermophilus_dauricus	Marmota_flaviventris,Marmota_marmota,Marmota_monax,Ictidomys_tridecemlineatus,Urocitellus_parryii,Sciurus_carolinensis,Peromyscus_californicus,Peromyscus_leucopus,Peromyscus_maniculatus,Onychomys_torridus,Microtus_oregoni,Microtus_ochrogaster,Microtus_fortis,Chionomys_nivalis,Arvicola_amphibius,Mesocricetus_auratus,Cricetulus_griseus,Phodopus_roborovskii,Rattus_norvegicus,Mus_spicilegus,Mus_musculus,Mus_spretus,Mus_caroli,Mus_pahari,Mastomys_coucha,Apodemus_sylvaticus,Grammomys_surdaster,Arvicanthis_niloticus,Acomys_russatus,Psammomys_obesus,Meriones_unguiculatus,Nannospalax_galili,Jaculus_jaculus,Castor_canadensis,Perognathus_longimembris,Dipodomys_spectabilis,Heterocephalus_glaber,Fukomys_damarensis,Octodon_degus,Chinchilla_lanigera,Cavia_porcellus,Cavia_aperea	0.3498	-8199.950071	85	1	0.34915	-8199.926898	85	0.5969	0.34913	-8199.77486	86	0.553874343279373	0.581338346566338
Rodentia	F3x4	Spermophilus_dauricus	Marmota_flaviventris,Marmota_marmota,Marmota_monax,Ictidomys_tridecemlineatus,Urocitellus_parryii,Sciurus_carolinensis,Peromyscus_californicus,Peromyscus_leucopus,Peromyscus_maniculatus,Onychomys_torridus,Microtus_oregoni,Microtus_ochrogaster,Microtus_fortis,Chionomys_nivalis,Arvicola_amphibius,Mesocricetus_auratus,Cricetulus_griseus,Phodopus_roborovskii,Rattus_norvegicus,Mus_spicilegus,Mus_musculus,Mus_spretus,Mus_caroli,Mus_pahari,Mastomys_coucha,Apodemus_sylvaticus,Grammomys_surdaster,Arvicanthis_niloticus,Acomys_russatus,Psammomys_obesus,Meriones_unguiculatus,Nannospalax_galili,Jaculus_jaculus,Castor_canadensis,Perognathus_longimembris,Dipodomys_spectabilis,Heterocephalus_glaber,Fukomys_damarensis,Octodon_degus,Chinchilla_lanigera,Cavia_porcellus,Cavia_aperea	0.24904	-8138.368364	85	1	0.24843	-8138.411515	85	0.47766	0.24842	-8138.108068	86	0.470589260856363	0.435959676518705
Rodentia	F1x4	Urocitellus_parryii	Marmota_flaviventris,Marmota_marmota,Marmota_monax,Ictidomys_tridecemlineatus,Spermophilus_dauricus,Sciurus_carolinensis,Peromyscus_californicus,Peromyscus_leucopus,Peromyscus_maniculatus,Onychomys_torridus,Microtus_oregoni,Microtus_ochrogaster,Microtus_fortis,Chionomys_nivalis,Arvicola_amphibius,Mesocricetus_auratus,Cricetulus_griseus,Phodopus_roborovskii,Rattus_norvegicus,Mus_spicilegus,Mus_musculus,Mus_spretus,Mus_caroli,Mus_pahari,Mastomys_coucha,Apodemus_sylvaticus,Grammomys_surdaster,Arvicanthis_niloticus,Acomys_russatus,Psammomys_obesus,Meriones_unguiculatus,Nannospalax_galili,Jaculus_jaculus,Castor_canadensis,Perognathus_longimembris,Dipodomys_spectabilis,Heterocephalus_glaber,Fukomys_damarensis,Octodon_degus,Chinchilla_lanigera,Cavia_porcellus,Cavia_aperea	0.3498	-8199.950071	85	1	0.35074	-8201.398756	85	0.13172	0.35069	-8199.542687	86	0.366714334247379	0.054018156928349
Rodentia	F3x4	Urocitellus_parryii	Marmota_flaviventris,Marmota_marmota,Marmota_monax,Ictidomys_tridecemlineatus,Spermophilus_dauricus,Sciurus_carolinensis,Peromyscus_californicus,Peromyscus_leucopus,Peromyscus_maniculatus,Onychomys_torridus,Microtus_oregoni,Microtus_ochrogaster,Microtus_fortis,Chionomys_nivalis,Arvicola_amphibius,Mesocricetus_auratus,Cricetulus_griseus,Phodopus_roborovskii,Rattus_norvegicus,Mus_spicilegus,Mus_musculus,Mus_spretus,Mus_caroli,Mus_pahari,Mastomys_coucha,Apodemus_sylvaticus,Grammomys_surdaster,Arvicanthis_niloticus,Acomys_russatus,Psammomys_obesus,Meriones_unguiculatus,Nannospalax_galili,Jaculus_jaculus,Castor_canadensis,Perognathus_longimembris,Dipodomys_spectabilis,Heterocephalus_glaber,Fukomys_damarensis,Octodon_degus,Chinchilla_lanigera,Cavia_porcellus,Cavia_aperea	0.24904	-8138.368364	85	1	0.24965	-8140.348688	85	0.10485	0.24962	-8138.052945	86	0.427048096555462	0.032131145322278
Squamata	F1x4	Ahaetulla_prasina	Gekko_japonicus,Paroedura_picta,Euleptes_europaea,Sphaerodactylus_townsendi,Eublepharis_macularius,Hemicordylus_capensis,Python_bivittatus,Python_molurus,Ptyas_mucosa,Pantherophis_obsoletus,Pantherophis_guttatus,Pituophis_catenifer,Thamnophis_elegans,Thamnophis_sirtalis,Vipera_berus,Crotalus_tigris,Bothrops_jararaca,Protobothrops_mucrosquamatus,Varanus_komodoensis,Anolis_carolinensis,Phrynosoma_platyrhinos,Sceloporus_undulatus,Pogona_vitticeps,Aspidoscelis_marmoratus,Salvator_merianae,Podarcis_raffonei,Podarcis_muralis,Lacerta_agilis,Zootoca_vivipara,Sphenodon_punctatus	0.30764	-10131.537789	61	1	0.30873	-10135.18541	61	0.16305	0.30894	-10131.029807	62	0.313478276409772	0.003940122045724
Squamata	F3x4	Ahaetulla_prasina	Gekko_japonicus,Paroedura_picta,Euleptes_europaea,Sphaerodactylus_townsendi,Eublepharis_macularius,Hemicordylus_capensis,Python_bivittatus,Python_molurus,Ptyas_mucosa,Pantherophis_obsoletus,Pantherophis_guttatus,Pituophis_catenifer,Thamnophis_elegans,Thamnophis_sirtalis,Vipera_berus,Crotalus_tigris,Bothrops_jararaca,Protobothrops_mucrosquamatus,Varanus_komodoensis,Anolis_carolinensis,Phrynosoma_platyrhinos,Sceloporus_undulatus,Pogona_vitticeps,Aspidoscelis_marmoratus,Salvator_merianae,Podarcis_raffonei,Podarcis_muralis,Lacerta_agilis,Zootoca_vivipara,Sphenodon_punctatus	0.31387	-10154.353858	61	1	0.31497	-10157.915517	61	0.16774	0.31521	-10153.859913	62	0.320258624291747	0.004399240058238
Squamata	F1x4	Anolis_carolinensis	Gekko_japonicus,Paroedura_picta,Euleptes_europaea,Sphaerodactylus_townsendi,Eublepharis_macularius,Hemicordylus_capensis,Python_bivittatus,Python_molurus,Ahaetulla_prasina,Ptyas_mucosa,Pantherophis_obsoletus,Pantherophis_guttatus,Pituophis_catenifer,Thamnophis_elegans,Thamnophis_sirtalis,Vipera_berus,Crotalus_tigris,Bothrops_jararaca,Protobothrops_mucrosquamatus,Varanus_komodoensis,Phrynosoma_platyrhinos,Sceloporus_undulatus,Pogona_vitticeps,Aspidoscelis_marmoratus,Salvator_merianae,Podarcis_raffonei,Podarcis_muralis,Lacerta_agilis,Zootoca_vivipara,Sphenodon_punctatus	0.30764	-10131.537789	61	1	0.3072	-10144.229603	61	0.283	0.30885	-10131.4749	62	0.722850358128882	4.40231476622146E-07
Squamata	F3x4	Anolis_carolinensis	Gekko_japonicus,Paroedura_picta,Euleptes_europaea,Sphaerodactylus_townsendi,Eublepharis_macularius,Hemicordylus_capensis,Python_bivittatus,Python_molurus,Ahaetulla_prasina,Ptyas_mucosa,Pantherophis_obsoletus,Pantherophis_guttatus,Pituophis_catenifer,Thamnophis_elegans,Thamnophis_sirtalis,Vipera_berus,Crotalus_tigris,Bothrops_jararaca,Protobothrops_mucrosquamatus,Varanus_komodoensis,Phrynosoma_platyrhinos,Sceloporus_undulatus,Pogona_vitticeps,Aspidoscelis_marmoratus,Salvator_merianae,Podarcis_raffonei,Podarcis_muralis,Lacerta_agilis,Zootoca_vivipara,Sphenodon_punctatus	0.31387	-10154.353858	61	1	0.31335	-10166.623121	61	0.29019	0.31505	-10154.298727	62	0.739846049509624	6.87880012748008E-07
Squamata	F1x4	Aspidoscelis_marmoratus	Gekko_japonicus,Paroedura_picta,Euleptes_europaea,Sphaerodactylus_townsendi,Eublepharis_macularius,Hemicordylus_capensis,Python_bivittatus,Python_molurus,Ahaetulla_prasina,Ptyas_mucosa,Pantherophis_obsoletus,Pantherophis_guttatus,Pituophis_catenifer,Thamnophis_elegans,Thamnophis_sirtalis,Vipera_berus,Crotalus_tigris,Bothrops_jararaca,Protobothrops_mucrosquamatus,Varanus_komodoensis,Anolis_carolinensis,Phrynosoma_platyrhinos,Sceloporus_undulatus,Pogona_vitticeps,Salvator_merianae,Podarcis_raffonei,Podarcis_muralis,Lacerta_agilis,Zootoca_vivipara,Sphenodon_punctatus	0.30764	-10131.537789	61	1	0.30744	-10143.71991	61	0.19856	0.31234	-10130.421858	62	0.135190840712152	2.50748892021306E-07
Squamata	F3x4	Aspidoscelis_marmoratus	Gekko_japonicus,Paroedura_picta,Euleptes_europaea,Sphaerodactylus_townsendi,Eublepharis_macularius,Hemicordylus_capensis,Python_bivittatus,Python_molurus,Ahaetulla_prasina,Ptyas_mucosa,Pantherophis_obsoletus,Pantherophis_guttatus,Pituophis_catenifer,Thamnophis_elegans,Thamnophis_sirtalis,Vipera_berus,Crotalus_tigris,Bothrops_jararaca,Protobothrops_mucrosquamatus,Varanus_komodoensis,Anolis_carolinensis,Phrynosoma_platyrhinos,Sceloporus_undulatus,Pogona_vitticeps,Salvator_merianae,Podarcis_raffonei,Podarcis_muralis,Lacerta_agilis,Zootoca_vivipara,Sphenodon_punctatus	0.31387	-10154.353858	61	1	0.31355	-10166.150261	61	0.20145	0.3188	-10153.224414	62	0.13284942448277	3.68680994156247E-07
Squamata	F1x4	Bothrops_jararaca	Gekko_japonicus,Paroedura_picta,Euleptes_europaea,Sphaerodactylus_townsendi,Eublepharis_macularius,Hemicordylus_capensis,Python_bivittatus,Python_molurus,Ahaetulla_prasina,Ptyas_mucosa,Pantherophis_obsoletus,Pantherophis_guttatus,Pituophis_catenifer,Thamnophis_elegans,Thamnophis_sirtalis,Vipera_berus,Crotalus_tigris,Protobothrops_mucrosquamatus,Varanus_komodoensis,Anolis_carolinensis,Phrynosoma_platyrhinos,Sceloporus_undulatus,Pogona_vitticeps,Aspidoscelis_marmoratus,Salvator_merianae,Podarcis_raffonei,Podarcis_muralis,Lacerta_agilis,Zootoca_vivipara,Sphenodon_punctatus	0.30764	-10131.537789	61	1	0.30745	-10132.451327	61	0.36187	0.30741	-10131.512232	62	0.821136045682073	0.170540008709991
Squamata	F3x4	Bothrops_jararaca	Gekko_japonicus,Paroedura_picta,Euleptes_europaea,Sphaerodactylus_townsendi,Eublepharis_macularius,Hemicordylus_capensis,Python_bivittatus,Python_molurus,Ahaetulla_prasina,Ptyas_mucosa,Pantherophis_obsoletus,Pantherophis_guttatus,Pituophis_catenifer,Thamnophis_elegans,Thamnophis_sirtalis,Vipera_berus,Crotalus_tigris,Protobothrops_mucrosquamatus,Varanus_komodoensis,Anolis_carolinensis,Phrynosoma_platyrhinos,Sceloporus_undulatus,Pogona_vitticeps,Aspidoscelis_marmoratus,Salvator_merianae,Podarcis_raffonei,Podarcis_muralis,Lacerta_agilis,Zootoca_vivipara,Sphenodon_punctatus	0.31387	-10154.353858	61	1	0.31361	-10155.156736	61	0.38076	0.31358	-10154.318002	62	0.788860227043903	0.195261235746657
Squamata	F1x4	Crotalus_tigris	Gekko_japonicus,Paroedura_picta,Euleptes_europaea,Sphaerodactylus_townsendi,Eublepharis_macularius,Hemicordylus_capensis,Python_bivittatus,Python_molurus,Ahaetulla_prasina,Ptyas_mucosa,Pantherophis_obsoletus,Pantherophis_guttatus,Pituophis_catenifer,Thamnophis_elegans,Thamnophis_sirtalis,Vipera_berus,Bothrops_jararaca,Protobothrops_mucrosquamatus,Varanus_komodoensis,Anolis_carolinensis,Phrynosoma_platyrhinos,Sceloporus_undulatus,Pogona_vitticeps,Aspidoscelis_marmoratus,Salvator_merianae,Podarcis_raffonei,Podarcis_muralis,Lacerta_agilis,Zootoca_vivipara,Sphenodon_punctatus	0.30764	-10131.537789	61	1	0.3075	-10132.826292	61	0.34898	0.30741	-10131.518043	62	0.842477130005171	0.105757612211081
Squamata	F3x4	Crotalus_tigris	Gekko_japonicus,Paroedura_picta,Euleptes_europaea,Sphaerodactylus_townsendi,Eublepharis_macularius,Hemicordylus_capensis,Python_bivittatus,Python_molurus,Ahaetulla_prasina,Ptyas_mucosa,Pantherophis_obsoletus,Pantherophis_guttatus,Pituophis_catenifer,Thamnophis_elegans,Thamnophis_sirtalis,Vipera_berus,Bothrops_jararaca,Protobothrops_mucrosquamatus,Varanus_komodoensis,Anolis_carolinensis,Phrynosoma_platyrhinos,Sceloporus_undulatus,Pogona_vitticeps,Aspidoscelis_marmoratus,Salvator_merianae,Podarcis_raffonei,Podarcis_muralis,Lacerta_agilis,Zootoca_vivipara,Sphenodon_punctatus	0.31387	-10154.353858	61	1	0.31368	-10155.566827	61	0.36	0.31361	-10154.330501	62	0.828883128247759	0.115842320897004
Squamata	F1x4	Eublepharis_macularius	Gekko_japonicus,Paroedura_picta,Euleptes_europaea,Sphaerodactylus_townsendi,Hemicordylus_capensis,Python_bivittatus,Python_molurus,Ahaetulla_prasina,Ptyas_mucosa,Pantherophis_obsoletus,Pantherophis_guttatus,Pituophis_catenifer,Thamnophis_elegans,Thamnophis_sirtalis,Vipera_berus,Crotalus_tigris,Bothrops_jararaca,Protobothrops_mucrosquamatus,Varanus_komodoensis,Anolis_carolinensis,Phrynosoma_platyrhinos,Sceloporus_undulatus,Pogona_vitticeps,Aspidoscelis_marmoratus,Salvator_merianae,Podarcis_raffonei,Podarcis_muralis,Lacerta_agilis,Zootoca_vivipara,Sphenodon_punctatus	0.30764	-10131.537789	61	1	0.31159	-10148.19621	61	0.11713	0.31632	-10126.7939	62	0.002068451782885	6.04891333311417E-11
